Census Block,Month,Avg. Temperature,Type of Robbery,Probability
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.002280502
,,,,0.006841505
,,,,0
,,,,0.990877993
,,,,0
,,,,0.002280502
,,,,0.006841505
,,,,0
,,,,0.990877993
,,,,0
,,,,0.002280502
,,,,0.006841505
,,,,0
,,,,0.990877993
,,,,0
,,,,0.002280502
,,,,0.006841505
,,,,0
,,,,0.990877993
,,,,0
,,,,0.002280502
,,,,0.006841505
,,,,0
,,,,0.990877993
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0.002280502
,,,,0.006841505
,,,,0
,,,,0.990877993
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0.742857143
,,,,0
,,,,0
,,,,0.257142857
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0.315789474
,,,,0.078947368
,,,,0.447368421
,,,,0.157894737
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0
,,,,1
,,,,0
,,,,0
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
,,,,0.66993144
,,,,0
,,,,0.110675808
,,,,0.219392752
,,,,0
