year,business_type,business_name,address,has_tobacco_license,has_liquor_license,crime_type,#crimes,#arrests,#OnPremises
2018,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,DECEPTIVE PRACTICE,2,0,0
2018,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,ASSAULT,1,0,0
2018,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,OTHER OFFENSE,2,0,0
2018,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,ROBBERY,1,0,0
2018,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,THEFT,3,0,0
2014,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,DECEPTIVE PRACTICE,2,0,0
2014,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,OTHER OFFENSE,2,0,0
2014,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,THEFT,1,0,0
2016,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,CRIMINAL DAMAGE,2,0,0
2016,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,ASSAULT,1,0,0
2016,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,BATTERY,3,1,0
2016,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,THEFT,2,1,0
2016,c,NAYAK PROPERTIES LLC,111 W MONROE ST 1 1,1,0,MOTOR VEHICLE THEFT,1,0,0
2010,c,MID CITY CARDS AND GIFTS 3 INC.,111 W MONROE ST 1ST LOBBY,1,0,BATTERY,1,0,0
2010,c,MID CITY CARDS AND GIFTS 3 INC.,111 W MONROE ST 1ST LOBBY,1,0,NARCOTICS,2,2,0
2010,c,MID CITY CARDS AND GIFTS 3 INC.,111 W MONROE ST 1ST LOBBY,1,0,ASSAULT,1,0,0
2010,c,MID CITY CARDS AND GIFTS 3 INC.,111 W MONROE ST 1ST LOBBY,1,0,ROBBERY,1,0,0
2010,c,MID CITY CARDS AND GIFTS 3 INC.,111 W MONROE ST 1ST LOBBY,1,0,PUBLIC PEACE VIOLATION,2,0,0
2010,c,MID CITY CARDS AND GIFTS 3 INC.,111 W MONROE ST 1ST LOBBY,1,0,THEFT,5,0,0
2012,c,MID CITY CARDS AND GIFTS 3 INC.,111 W MONROE ST 1ST LOBBY,1,0,BATTERY,3,1,0
2012,c,MID CITY CARDS AND GIFTS 3 INC.,111 W MONROE ST 1ST LOBBY,1,0,THEFT,2,0,0
2014,c,JAYESH PATEL & MANU PATEL,111 W WASHINGTON ST  1,1,0,DECEPTIVE PRACTICE,2,0,0
2014,c,JAYESH PATEL & MANU PATEL,111 W WASHINGTON ST  1,1,0,THEFT,1,0,0
2010,c,JAYESH PATEL & MANU PATEL,111 W WASHINGTON ST  1,1,0,ASSAULT,1,0,0
2010,c,JAYESH PATEL & MANU PATEL,111 W WASHINGTON ST  1,1,0,ROBBERY,1,0,0
2010,c,JAYESH PATEL & MANU PATEL,111 W WASHINGTON ST  1,1,0,PUBLIC PEACE VIOLATION,2,0,0
2010,c,JAYESH PATEL & MANU PATEL,111 W WASHINGTON ST  1,1,0,THEFT,4,0,0
2010,c,JAYESH PATEL & MANU PATEL,111 W WASHINGTON ST  1,1,0,NARCOTICS,1,1,0
